ID,Name,Description,Manufacturer,Medicine Type,Unit,Category,Sub Category,Price,Purchase Price,MRP,Discount,Stock,Expiry Date,Batch Number,OTC,Prescription,Active,Created Date,Last Updated
"MED-1036","OTSKI TAB 1X10","","BIOCON BIOLOGICS","","","Skin Care","Acne Treatment","171.7","153.9","202","15","1","1/5/2028","1059635","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1053","BOOSTRUM 1X10","","BIOCON BIOLOGICS","","","Children's Medicine","Antifungal","274.89","345","323.4","15","0","","1059594","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1116","BILASURE M 1*10","","BIOCON BIOLOGICS","","","Mental Health","Anxiety & Panic Care","164.99","162.1","194.1","15","7","1/5/2027","1059461","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1126","MOOV SPRY 50G","","BIOCON BIOLOGICS","","","Digestive Health","Anti-Diarrheal","195.5","180.5","230","15","0","1/1/2028","1059440","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1163","SOWICAL XT TAB 1X10","","BIOCON BIOLOGICS","","","Antibiotics","Penicillins","178.08","180","209.5","15","8","1/5/2027","1059359","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1164","FIBRONORM CAP 1X10","","BIOCON BIOLOGICS","","","Digestive Health","Anti-Diarrheal","490.88","483.4","577.5","15","4","1/1/2027","1059357","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1165","MGD3 TAB 1X10","","BIOCON BIOLOGICS","","","Skin Care1","Vitamin D","235.11","210.8","276.6","15","0","1/1/2027","1059355","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1170","THROMBOSCAR GEL 15G","","BIOCON BIOLOGICS","","","Skin Care1","Vitamin D","335.67","282.07","394.9","15","1","1/3/2027","1059344","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1184","ASCORIL LS JUNIOR 60ML 60ML","","BIOCON BIOLOGICS","","","Cardiovascular","Statins","92.44","75.71","108.75","15","6","1/3/2027","1059308","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 10:21:55 pm"
"MED-1195","MAMAEARTH RICE DAY CREAM 50G","","BIOCON BIOLOGICS","","","Children's Medicine","wewerwer","509.15","406.78","599","15","1","","1059283","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-971","TUGAIN ESSENTIALS SHAMPOO 100","","BIOCON BIOLOGICS","","","Skin Care","Antifungal","243.04","217.86","285.93","15","1","1/12/2026","1059800","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-979","ENHANCE GOLD SACHET 1X1","","BIOCON BIOLOGICS","","","Allergy Relief","Antihistamines","58.65","52.57","69","15","57","1/10/2026","1059782","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1000","STARIZO-200 1X6","","BIOCON BIOLOGICS","","","Allergy Relief","Nasal Sprays1","788.92","707.16","928.14","15","4","1/10/2027","1059715","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-1079","MAMY POKO PANT NB-32 32PCS","","BIOCON BIOLOGICS","","","Pain Relief","Joint Pain","278.11","259.52","327.19","15","4","","1059540","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1080","MAMY POKO PANT XL-16 16PCS","","BIOCON BIOLOGICS","","","Mental Health","Anxiety & Panic Care","317.95","296.88","374.06","15","2","","1059538","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1106","DEXOLAC NUSOBEE 400G","","BIOCON BIOLOGICS","","","Mental Health","Anxiety & Panic Care","573.75","520","675","15","1","","1059482","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1138","DETTOL HAND SANITIZER 200ML","","BIOCON BIOLOGICS","","","Skin Care1","Vitamin D","94.55","23.12","111.23","15","1","","1059416","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1159","VERTIN OD 24 1*15 TAB 1X15","","BIOCON BIOLOGICS","","","Children's Medicine","Antifungal","533.08","477.9","627.15","15","2","1/6/2027","1059373","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1161","BRILINTA 90 BOTELE BOTT","","BIOCON BIOLOGICS","","","Skin Care","Acne Treatment","4756.54","4263.57","5595.93","15","1","1/2/2027","1059367","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 12:57:12 pm"
"MED-1183","BILAGRA M TAB 1X10","","BIOCON BIOLOGICS","","","Antibiotics","Cephalosporins","202.39","164.9","238.1","15","7","1/6/2027","1059312","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1197","MAMEARTH ONION HAIR OIL 100 ML","","BIOCON BIOLOGICS","","","Children's Medicine","Antifungal","254.15","203.39","299","15","1","","1059279","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-966","EMPAGLIN S 10/100 1*10","","BIOCON BIOLOGICS","","","Skin Care","Acne Treatment","136","114.3","160","15","0","1/1/2027","1059812","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-972","ORS POWDER 21 GM 1","","BIOCON BIOLOGICS","","","Children's Medicine","wewerwer","18.55","16.63","21.82","15","0","1/12/2026","1059798","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-976","CETAFRESH LIP BALM 10GM 1X1","","BIOCON BIOLOGICS","","","Digestive Health","Antacids","41.65","33.22","49","15","0","1/3/2027","1059788","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-988","BRIVASURE 75 1*15","","BIOCON BIOLOGICS","","","Vitamins & Supplements","Probiotics","243.02","217.8","285.9","15","5","1/5/2027","1059752","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1049","INFLUVAC TETRA INJ 1","","BIOCON BIOLOGICS","","","Vitamins & Supplements","Probiotics","2284.8","950","2688","15","0","1/4/2027","1059604","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1069","MAMY POKO PANT L-34 34PCS","","BIOCON BIOLOGICS","","","Digestive Health","Laxatives","557.01","519.84","655.31","15","3","","1059560","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1073","MAMY POKO PANT XL-56 56PCS","","BIOCON BIOLOGICS","","","Children's Medicine","wewerwer","756.24","706.1","889.69","15","1","","1059552","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1111","VOLINI SPRAY 100G 100G","","BIOCON BIOLOGICS","","","Skin Care1","Vitamin D","317.05","265.9","373","15","3","","1059471","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1114","VOLINI SPRAY 62G 62G","","BIOCON BIOLOGICS","","","Children's Medicine","Antifungal","211.65","177.9","249","15","6","","1059465","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1128","SENSODENT KF 125G 125G","","BIOCON BIOLOGICS","","","Digestive Health","Anti-Diarrheal","131.75","118.65","155","15","0","","1059436","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1137","TRANCODOL DT 5 1X10","","BIOCON BIOLOGICS","","","Allergy Relief","Antihistamines","34.51","29","40.6","15","0","1/3/2028","1059418","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1141","T HARD CERVICAL COLLAR M M","","BIOCON BIOLOGICS","","","Skin Care1","Vitamin D","436.05","513","513","15","1","","1059410","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1147","FOLINEXT GOLD 1*10","","BIOCON BIOLOGICS","","","Pain Relief","Headache Relief","155.38","139.3","182.8","15","4","1/12/2026","1059398","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1153","TELMA AM 1*15","","BIOCON BIOLOGICS","","","Antibiotics","Cephalosporins","285.98","256.35","336.45","15","13","1/11/2027","1059385","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1157","FORACORT G 400 R/C 1X30","","BIOCON BIOLOGICS","","","Skin Care1","Vitamin D","14570.95","4353.6","17142.3","15","0","1/10/2026","1059377","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1162","SUNGAIN-D3 1X4","","BIOCON BIOLOGICS","","","Mental Health","Anxiety & Panic Care","110.77","111.24","130.32","15","0","1/5/2027","1059361","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 12:57:12 pm"
"MED-1182","ODIRAB D CAP 1X15","","BIOCON BIOLOGICS","","","Skin Care1","Vitamin D","167.03","140.25","196.5","15","1","1/5/2027","1059316","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1189","MAMAEARTH BABY ORANGE TOOTH PA PASTE","","BIOCON BIOLOGICS","","","Diabetes Care","Long-Acting Insulin","126.65","100.85","149","15","0","1/1/2027","1059298","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-963","FACILOC 60MG 1","","CADILA","","","Digestive Health","Laxatives","599.63","183.6","705.45","15","0","1/2/2027","1059818","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1012","ARVAST CV 20 TAB 1X10","","BIOCON BIOLOGICS","","","Skin Care1","Vitamin D","228.31","204.6","268.6","15","0","1/3/2027","1059686","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-1015","JUPIROS GOLD-20 TAB 1X10","","BIOCON BIOLOGICS","","","Skin Care","Antifungal","231.11","207.1","271.9","15","5","1/4/2027","1059680","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1045","ROTASIIL VIAL 1","","BIOCON BIOLOGICS","","","Skin Care","Antifungal","762.69","683.64","897.28","15","2","1/3/2027","1059615","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1129","NAN EXCELLA PRO 1 400G","","BIOCON BIOLOGICS","","","Antibiotics","Cephalosporins","807.5","830.06","950","15","1","","1059434","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 9:14:29 pm"
"MED-1149","NURIVITA D3 1*10","","BIOCON BIOLOGICS","","","Digestive Health","Laxatives","290.87","365","342.2","15","2","1/6/2027","1059393","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 8:17:23 pm"
"MED-1154","RAZO IT CAP 1X10","","BIOCON BIOLOGICS","","","Cardiovascular","Beta Blockers","201.62","180.7","237.2","15","4","1/9/2026","1059383","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-1168","MOMATE CREAM 10G","","BIOCON BIOLOGICS","","","Cardiovascular","ACE Inhibitors","212.5","178.92","250","15","0","1/1/2027","1059348","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1196","MAMEARTH VC DAILY GLOW CREAM 80G","","BIOCON BIOLOGICS","","","Cold & Flu","Fever Reducers","211.65","169.49","249","15","0","","1059281","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-981","KOSANEURON OD 1X10","","BIOCON BIOLOGICS","","","Allergy Relief","Antihistamines","323","267.2","380","15","22","","1059778","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-993","MEDERMA ADV PLUS SCAR GEL 5G","","BIOCON BIOLOGICS","","","Antibiotics","Penicillins","245.81","233.42","289.19","15","0","1/5/2027","1059734","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-994","GLUCORYL M3 FORTE 1X15","","BIOCON BIOLOGICS","","","Children's Medicine","wewerwer","230.39","193.5","271.05","15","4","1/4/2027","1059730","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-995","IRONEMIC PLUS 1*15","","BIOCON BIOLOGICS","","","Antibiotics","Macrolides","683.78","612.9","804.45","15","12","1/5/2027","1059728","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-997","LONGIFINE A SYP 200ML","","BIOCON BIOLOGICS","","","Mental Health","Anxiety & Panic Care","121.55","102.14","143","15","3","1/4/2027","1059723","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1001","ANXIT 0.25 1X15","","BIOCON BIOLOGICS","","","Allergy Relief","Nasal Sprays1","20.66","0.45","24.3","15","7","1/3/2028","1059713","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1004","ONE TOUCH SEL PLUS METER 1","","BIOCON BIOLOGICS","","","Digestive Health","Antacids","974.95","473.21","1147","15","2","","1059708","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1043","MYATRO E/D 1","","BIOCON BIOLOGICS","","","Diabetes Care","Long-Acting Insulin","219.3","197.37","258","15","2","1/7/2027","1059619","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1062","LIVOLUP TAB 1X15","","BIOCON BIOLOGICS","","","Mental Health","Anxiety & Panic Care","534.23","171.45","628.5","15","15","1/9/2027","1059575","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1072","MAMY POKO PANT S-66 66PCS","","BIOCON BIOLOGICS","","","Allergy Relief","Antihistamines","756.24","706.1","889.69","15","0","","1059554","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1076","MAMY POKO PANT L-22 22PCS","","BIOCON BIOLOGICS","","","Vitamins & Supplements","Probiotics","317.95","296.88","374.06","15","1","","1059546","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1082","MAMY POKO PANT NB-17 17PCS","","BIOCON BIOLOGICS","","","Cardiovascular","Statins","158.58","148.41","186.56","15","5","","1059534","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1103","DERMA KT CREAM 15GM","","BIOCON BIOLOGICS","","","Vitamins & Supplements","Probiotics","70.13","20","82.5","15","8","1/1/2027","1059488","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1123","PBREN NT 1*10","","BIOCON BIOLOGICS","","","Cardiovascular","ACE Inhibitors","342.55","186.4","403","15","5","1/1/2027","1059446","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1167","LULICAN S CREAM 15G","","BIOCON BIOLOGICS","","","Antibiotics","Macrolides","161.5","135.72","190","15","0","1/3/2027","1059351","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1169","SUPIROCIN CREAM 10G","","BIOCON BIOLOGICS","","","Skin Care1","Vitamin D","198.48","166.78","233.5","15","0","1/6/2027","1059346","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1173","LOBATE GN CREAM 15G","","BIOCON BIOLOGICS","","","Vitamins & Supplements","Probiotics","74.12","62.3","87.2","15","2","1/12/2026","1059338","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-978","FLOMIST F N/S 1X1","","BIOCON BIOLOGICS","","","Skin Care","Acne Treatment","450.82","404.1","530.38","15","3","1/9/2026","1059784","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-982","SAVLON 500ML 500ML","","BIOCON BIOLOGICS","","","Skin Care1","Vitamin D","179.3","173.18","210.94","15","2","","1059774","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1006","THERMOMETER WETEX DIGITAL 1*1","","BIOCON BIOLOGICS","","","Skin Care","Eczema Relief","0","55.08","0","0","1","","1059699","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1010","EMBETA XR 75 1X15","","BIOCON BIOLOGICS","","","Mental Health","Anxiety & Panic Care","176.97","158.55","208.2","15","1","1/6/2027","1059690","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 8:53:09 pm"
"MED-1021","REBOPAG 50 1*7","","BIOCON BIOLOGICS","","","Pain Relief","Muscle Pain","2699.57","700","3175.97","15","4","1/10/2028","1059665","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 11:05:45 pm"
"MED-1023","I SITE PLUS TAB 1X10","","BIOCON BIOLOGICS","","","Diabetes Care","Long-Acting Insulin","245.82","220.3","289.2","15","4","1/11/2026","1059661","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1030","FERRONEMIC TAB 1X10","","BIOCON BIOLOGICS","","","Vitamins & Supplements","Omega-3 Fatty Acids","509.06","478.6","598.9","15","15","1/4/2027","1059647","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1038","TONACT GOLD 20 1*10","","BIOCON BIOLOGICS","","","Pain Relief","Joint Pain","79.56","71.3","93.6","15","2","1/6/2027","1059631","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1070","MAMY POKO PANT L-48 48PCS","","BIOCON BIOLOGICS","","","Antibiotics","Cephalosporins","756.24","706.35","889.69","15","3","","1059558","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1090","QUREGLOW TAB 1X10","","BIOCON BIOLOGICS","","","Pain Relief","Joint Pain","793.39","711.2","933.4","15","10","1/8/2026","1059516","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1099","MIRAGO S 50 TAB 1X10","","BIOCON BIOLOGICS","","","Antibiotics","Macrolides","510.85","429.3","601","15","6","1/3/2027","1059496","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1117","EIDO FE CAP 1*10","","BIOCON BIOLOGICS","","","Cardiovascular","Beta Blockers","167.37","150","196.9","15","1","1/3/2027","1059459","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 12:57:12 pm"
"MED-1127","HANSAPLAST WATER PROOF 1X1","","BIOCON BIOLOGICS","","","Diabetes Care","Long-Acting Insulin","2.55","1.66","3","15","0","","1059438","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1130","SITAZIT D 10/100 MG TAB 1X10","","BIOCON BIOLOGICS","","","Skin Care1","Vitamin D","173.49","169.6","204.1","15","6","1/6/2027","1059432","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1156","JALRA DP 1X10","","BIOCON BIOLOGICS","","","Diabetes Care","Rapid-Acting Insulin","177.65","149.3","209","15","4","1/5/2027","1059379","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1175","LULICAN CRAM 20G","","BIOCON BIOLOGICS","","","Pain Relief","Joint Pain","0","121.43","0","0","0","1/3/2027","1059334","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-969","PREGALYV M 1X10","","BIOCON BIOLOGICS","","","Skin Care","Antifungal","172.72","203.2","203.2","15","0","1/8/2027","1059804","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-975","CETAFRESH VIT C BRING F/W 100 1","","BIOCON BIOLOGICS","","","Digestive Health","Antacids","144.5","115.25","170","15","2","1/3/2027","1059790","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-986","CIPLADINE POWDER 1","","BIOCON BIOLOGICS","","","Children's Medicine","wewerwer","71.74","24.46","84.4","15","5","1/1/2028","1059761","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 6:16:44 pm"
"MED-998","BIZFER XT 1X10 1X10","","BIOCON BIOLOGICS","","","Pain Relief","Muscle Pain","232.73","208.6","273.8","15","1","1/5/2027","1059721","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1027","RUBIRED Z SYP 1*1","","BIOCON BIOLOGICS","","","Allergy Relief","Antihistamines","221.77","198.78","260.91","15","2","1/12/2026","1059653","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1044","ECO FRESH E/D 1","","BIOCON BIOLOGICS","","","Children's Medicine","Antifungal","231.1","207.35","271.88","15","0","1/7/2027","1059617","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1068","SOFY XL -14 14PADS","","BIOCON BIOLOGICS","","","Cardiovascular","Statins","119","113","140","15","2","","1059562","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1088","CEFZUM CV 1*10","","BIOCON BIOLOGICS","","","Vitamins & Supplements","Probiotics","509.15","427.9","599","15","2","1/10/2026","1059520","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 12:50:43 am"
"MED-1091","TAPAL ER 50 1*15","","BIOCON BIOLOGICS","","","Vitamins & Supplements","Multivitamins","248.24","222.6","292.05","15","9","1/3/2028","1059514","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1108","DETTOL SANITIZER 50ML 50ML","DETTOL SANITIZER 50ML 50ML
","BIOCON BIOLOGICS","","2 Tablets","Vitamins & Supplements","Probiotics","29.75","26.97","35","15","24","27/2/2026","1059478","Yes","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 5:27:15 pm"
"MED-1112","MIRABIG 50 1*15","","BIOCON BIOLOGICS","","","Vitamins & Supplements","Omega-3 Fatty Acids","494.83","443.55","582.15","15","3","1/11/2026","1059469","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1132","PRUVICT 1MG 1X10","","BIOCON BIOLOGICS","","","Pain Relief","Joint Pain","200.01","179.3","235.3","15","8","1/4/2027","1059428","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1151","TECONAK 400 INJ","","BIOCON BIOLOGICS","","","Diabetes Care","Rapid-Acting Insulin","2125","375","2500","15","0","","1059389","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-987","ORS POWDER 1","","BIOCON BIOLOGICS","","","Mental Health","Anxiety & Panic Care","3.78","3.01","4.45","15","133","1/8/2027","1059759","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-991","AIRBED ACCUSURE 1","","BIOCON BIOLOGICS","","","Digestive Health","Laxatives","5099.15","1125","5999","15","0","1/1/2029","1059745","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1011","ANOSUM CREAM 20G","","BIOCON BIOLOGICS","","","Skin Care1","Vitamin D","78.1","70","91.88","15","3","1/3/2027","1059688","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1016","JUPIROS GOLD-10 TAB 1X10","","BIOCON BIOLOGICS","","","Skin Care","Eczema Relief","184.88","165.7","217.5","15","3","1/8/2026","1059678","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1029","ADDNA 1X10","","BIOCON BIOLOGICS","","","Children's Medicine","Antifungal","51.77","46.4","60.9","15","20","1/10/2027","1059649","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1041","AMRIZOL DSR 1*10","","BIOCON BIOLOGICS","","","Skin Care","Eczema Relief","118.74","106.4","139.7","15","1","1/3/2027","1059625","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1066","SOFY BODYFIT XL-54 18X3 COMBO","","BIOCON BIOLOGICS","","","Cardiovascular","ACE Inhibitors","943.5","924.99","1110","15","0","","1059566","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1083","MAMY POKO PANT NB-22 22PCS","","BIOCON BIOLOGICS","","","Children's Medicine","wewerwer","167.35","156.25","196.88","15","0","","1059532","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1085","GLIZID M XR 30 1*10","","BIOCON BIOLOGICS","","","Children's Medicine","wewerwer","72.76","70","85.6","15","5","1/4/2027","1059528","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1119","LARINJECT INJ 1","","BIOCON BIOLOGICS","","","Pain Relief","Headache Relief","1677.42","1350","1973.44","15","1","1/4/2027","1059454","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1120","LANUM TAB 1*10","","BIOCON BIOLOGICS","","","Allergy Relief","Nasal Sprays1","58.57","52.5","68.9","15","10","1/6/2027","1059452","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1176","AHAGLO 100 100G","","BIOCON BIOLOGICS","","","Allergy Relief","Nasal Sprays1","480.25","383.05","565","15","1","1/10/2027","1059331","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1191","MAMAEARTH ULTRA B LOTION 100ML","","BIOCON BIOLOGICS","","","Pain Relief","Joint Pain","84.15","66.95","99","15","0","","1059291","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1193","MAMAEARTH BABY MILKY HEAD WASH 200ML","","BIOCON BIOLOGICS","","","Pain Relief","Headache Relief","211.65","169.49","249","15","0","","1059287","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-989","ACCUSURE LIFE STRIP 50 50 STRIP","","BIOCON BIOLOGICS","","","Pain Relief","Muscle Pain","916.41","457.14","1078.13","15","2","1/10/2027","1059749","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-1008","GEMINOR M4 FORTE 1*15","","BIOCON BIOLOGICS","","","Allergy Relief","Antihistamines","238.43","200.4","280.5","15","4","1/6/2027","1059695","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1039","INTIWIRE 1*15","","BIOCON BIOLOGICS","","","Skin Care","Eczema Relief","8952.92","11235","10532.85","15","0","1/6/2027","1059629","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1048","PREVENAR-13 1","","BIOCON BIOLOGICS","","","Children's Medicine","wewerwer","3392.35","2666.67","3991","15","1","1/4/2027","1059606","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
