ID,Name,Description,Manufacturer,Medicine Type,Unit,Category,Sub Category,Price,Purchase Price,MRP,Discount,Stock,Expiry Date,Batch Number,OTC,Prescription,Active,Created Date,Last Updated
"MED-17","CUTICAPILL STEM ADV SERUM 60ML","","ABBOTT LABS INDIA PVT. LTD.","","","Cardiovascular","ACE Inhibitors","0","1145.82","0","0","2","1/8/2027","1061729","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-59","REJUNEX CD3 1*10","","OTHER PRODUCTS","","","Skin Care","Eczema Relief","211.99","190","249.4","15","8","1/8/2027","1069439","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 11:22:32 am"
"MED-60","VITAGREAT TAB 1*10","","OTHER PRODUCTS","","","Allergy Relief","Nasal Sprays1","104.3","93.5","122.7","15","10","1/3/2027","1069420","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-69","S M FIBRO CAP 1*20","","OTHER PRODUCTS","","","Antibiotics","Cephalosporins","302.6","254.2","356","15","3","1/12/2026","1069078","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-87","NATURALAX POWDER 100g","","OTHER PRODUCTS","","","Vitamins & Supplements","Vitamin D","165.75","146.24","195","15","2","1/7/2026","1068147","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-117","MAGMAXX 1*10","","ABBOTT LABS INDIA PVT. LTD.","","","Digestive Health","Laxatives","85","71.4","100","15","7","1/6/2027","1061681","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-133","ROCALTRAOL 0.5 1X10","","ABBOTT LABS INDIA PVT. LTD.","","","Cold & Flu","Cough Suppressants","478.13","428.6","562.5","15","0","","1061648","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-156","ACIVIR 400 DT 1*10","","OTHER PRODUCTS","","","Children's Medicine","wewerwer","124.1","111.2","146","15","0","1/5/2027","1061602","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-165","ORS LIVEASY","","OTHER PRODUCTS","","","Diabetes Care","Long-Acting Insulin","18.55","10","21.82","15","0","1/4/2028","1061583","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 10:03:50 am"
"MED-172","T WRIST SPLINT AMBIDEXIT XL 1*1","","OTHER PRODUCTS","","","Diabetes Care","Long-Acting Insulin","531.25","298.1","625","15","1","","1061567","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-176","T CERVICAL COLLAR S 1*1","","OTHER PRODUCTS","","","Children's Medicine","Antifungal","362.1","426","426","15","3","","1061559","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-199","CREPE BANDAGE 4: ACCUSURE 1X1","","OTHER PRODUCTS","","","Mental Health","Anxiety & Panic Care","314.5","1.91","370","15","0","","1061512","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-227","FOGG POKET RED CHARM 25ML","","OTHER PRODUCTS","","","Cold & Flu","Fever Reducers","72.25","50.85","85","15","0","1/9/2026","1061452","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-238","TOFASHINE XR 11 1X15","","OTHER PRODUCTS","","","Children's Medicine","Antifungal","807.46","678.6","949.95","15","4","1/5/2027","1061429","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-11","ULYSES SR 450 1*10","","ABBOTT LABS INDIA PVT. LTD.","","","Diabetes Care","Oral Hypoglycemics","472.18","423.2","555.5","15","4","1/9/2027","1061741","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-26","MINIPRESS XL 2.5 1*30","","OTHER PRODUCTS","","","Diabetes Care","Rapid-Acting Insulin","440.13","433.8","517.8","15","2","1/4/2027","1081149","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-35","GLIMESTAR M3 FORTE 1*10","","OTHER PRODUCTS","","","Mental Health","Anxiety & Panic Care","103.53","92.8","121.8","15","4","1/3/2027","1080902","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 11:05:59 am"
"MED-63","COLIHENZ P 800 TAB 1*10","Colihenz-P 800 Tablet is a digestive enzyme supplement used to aid digestion in people with pancreatic enzyme deficiency. It helps improve the digestion of fats, proteins, and carbohydrates, reducing symptoms like bloating, gas, and indigestion.","LA RENON HEALTHCARE LTD.PVT.","","10 Tablets","Skin Care","Antifungal","763.3","642.8","898","15","3","1/4/2027","1069308","Yes","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-72","PREGABID NT 1*10","","OTHER PRODUCTS","","","Children's Medicine","Antifungal","348.25","312.1","409.7","15","0","1/6/2027","1068924","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-74","SOFT ROLL 10CM","SOFT ROLL 10CM 1

","OTHER PRODUCTS","","","Diabetes Care","Oral Hypoglycemics","199.22","22","234.38","15","5","1/11/2026","1068821","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 12:29:45 pm"
"MED-89","ROSEDAY A 10 1*10","","OTHER PRODUCTS","","","Skin Care1","Vitamin D","75.82","68","89.2","15","10","1/4/2027","1068061","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-101","ELECTRAL 40.4G 40.4G","","ABBOTT LABS INDIA PVT. LTD.","","","Skin Care","Antifungal","3.95","3.54","4.65","15","1","1/4/2027","1061713","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-106","ASCORIL LD SYP 1*1","","ABBOTT LABS INDIA PVT. LTD.","","","Skin Care1","Vitamin D","115.15","103.22","135.47","15","3","1/4/2027","1061703","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-112","PULMOCEF 250 1*10","","ABBOTT LABS INDIA PVT. LTD.","","","Digestive Health","Laxatives","173.74","155.7","204.4","15","3","1/6/2026","1061691","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-115","ENTROFLORA DROP 1*1","","ABBOTT LABS INDIA PVT. LTD.","","","Diabetes Care","Long-Acting Insulin","245.81","362.8","289.19","15","0","1/7/2027","1061685","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-124","HEAM UP GEMS 1X100","","ABBOTT LABS INDIA PVT. LTD.","","","Children's Medicine","wewerwer","28926.35","25930","34031","15","0","1/12/2026","1061666","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-125","BRINZOX T 1*1","","ABBOTT LABS INDIA PVT. LTD.","","","Mental Health","Anxiety & Panic Care","376.92","337.86","443.44","15","1","1/6/2027","1061664","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-130","PEARS SOAP 60G 60G","","ABBOTT LABS INDIA PVT. LTD.","","","Cold & Flu","Decongestants","20.4","17.63","24","15","1","","1061654","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-147","LNBLOC 10 1X15","","OTHER PRODUCTS","","","Skin Care","Eczema Relief","155.93","139.8","183.45","15","5","1/4/2027","1061620","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-157","BISOTAB 5MG 1*10","","OTHER PRODUCTS","","","Skin Care","Acne Treatment","109.06","97.8","128.3","15","3","1/9/2027","1061600","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-161","YAMINI 1*21","","OTHER PRODUCTS","","","Mental Health","Anxiety & Panic Care","13507.99","12713.4","15891.75","15","0","1/5/2027","1061592","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-171","JOUNK OIL 30ML","","OTHER PRODUCTS","","","Diabetes Care","Oral Hypoglycemics","0","0","0","0","0","","1061569","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-190","EBERNET 1%CREAM 15GM","","OTHER PRODUCTS","","","Cardiovascular","ACE Inhibitors","274.92","246.42","323.43","15","3","1/5/2027","1061531","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-205","DETTOL 550 ML 550M","","OTHER PRODUCTS","","","Children's Medicine","wewerwer","241.4","0","284","15","0","1/7/2027","1061500","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-215","KENZ CREAM 30GM","","OTHER PRODUCTS","","","Antibiotics","Cephalosporins","151.41","135.71","178.13","15","2","1/1/2027","1061478","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-27","FORXIGA 10MG 14","Forxiga 10mg Tablet is used alone or in combination with other medicines to treat type 2 diabetes mellitus. It helps control the high blood sugar levels seen in diabetes. This reduces the chances of serious complications of diabetes and also helps prevent heart disease.","OTHER PRODUCTS","","","Vitamins & Supplements","Omega-3 Fatty Acids","31.54","28.27","37.1","15","84","1/9/2027","1081042","Yes","Yes","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-44","MODULA TAB 1X10","","SUN PHARMA","","","Skin Care","Eczema Relief","231.11","207.2","271.9","15","9","1/9/2027","1070514","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-52","MELAS CREM 10GM 1","","OTHER PRODUCTS","","","Digestive Health","Antacids","78.89","62.5","92.81","15","1","","1069856","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-54","AUGMENTIN DUO 625 1*10","","OTHER PRODUCTS","","","Skin Care1","Vitamin D","166.09","148.9","195.4","15","12","1/4/2027","1069631","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 11:05:59 am"
"MED-94","BACTIGAUZE 1","","OTHER PRODUCTS","","","Mental Health","Anxiety & Panic Care","25.5","15.6","30","15","7","1/8/2027","1067785","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-134","NEFROZON TAB 1X10","","ABBOTT LABS INDIA PVT. LTD.","","","Skin Care1","Vitamin D","125.12","112.1","147.2","15","3","1/6/2027","1061646","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-136","GLYCOMET TRIO FORTE 2 1*10","","ABBOTT LABS INDIA PVT. LTD.","","","Children's Medicine","Antifungal","177.31","158.9","208.6","15","10","1/9/2027","1061642","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-185","PAN 20 1*15","","OTHER PRODUCTS","","","Mental Health","Anxiety & Panic Care","109.91","98.55","129.3","15","3","1/11/2027","1061541","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-214","TAXIM OF 1X10","","OTHER PRODUCTS","","","Pain Relief","Muscle Pain","153","150.7","180","15","3","1/10/2026","1061480","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-228","CASTOPHENE TAB 1X10","","OTHER PRODUCTS","","","Diabetes Care","Rapid-Acting Insulin","22.1","13.3","26","15","10","1/8/2027","1061450","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-5","ASCORIL D JUNIOR 60ML","","ABBOTT LABS INDIA PVT. LTD.","","","Diabetes Care","Rapid-Acting Insulin","93.23","83.57","109.68","15","1","1/10/2027","1061757","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-12","GLYCOMET GP 0.5 1*15","dffdfd","ABBOTT LABS INDIA PVT. LTD.","","","Vitamins & Supplements","Vitamin D","75.61","67.65","88.95","15","23","1/5/2027","1061739","Yes","Yes","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-21","URISPAS TAB 1*15","","OTHER PRODUCTS","","","Cardiovascular","ACE Inhibitors","440","394.35","517.65","15","5","1/1/2027","1081343","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 6:16:44 pm"
"MED-25","AMLONG H TAB 1*15","","OTHER PRODUCTS","","","Skin Care","Eczema Relief","109.14","97.8","128.4","15","4","1/4/2028","1081162","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-28","SARTEL LN 10","","OTHER PRODUCTS","","","Diabetes Care","Rapid-Acting Insulin","14.26","11.63","16.78","15","50","1/5/2028","1081035","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 12:09:03 pm"
"MED-67","GUT OK NF CAP 1*10","","MANKIND","","","Children's Medicine","Antifungal","125.38","112.4","147.5","15","11","1/6/2027","1069156","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-68","LN BITA 5 TAB 1*15","","OTHER PRODUCTS","","","Cardiovascular","Beta Blockers","236","211.5","277.65","15","4","1/7/2027","1069109","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-75","MERO 1GM 1","","ARISTO","","","Children's Medicine","Antifungal","745.37","157.14","876.91","15","2","1/3/2027","1068729","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-79","PBREN M 75 1*10","","OTHER PRODUCTS","","","Antibiotics","Penicillins","149.01","133.6","175.3","15","6","1/8/2027","1068536","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 10:50:16 pm"
"MED-109","ITRACIP 200 CAP 1*10","","ABBOTT LABS INDIA PVT. LTD.","","","Skin Care","Eczema Relief","214.2","97","252","15","2","1/7/2027","1061697","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-122","IGNALIS M 50/500 1*15","","ABBOTT LABS INDIA PVT. LTD.","","","Diabetes Care","Rapid-Acting Insulin","156.57","140.4","184.2","15","2","1/7/2027","1061671","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-135","KERAGLO EVA 1X15","","ABBOTT LABS INDIA PVT. LTD.","","","Digestive Health","Anti-Diarrheal","299.63","268.65","352.5","15","6","1/2/2027","1061644","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 3:53:42 pm"
"MED-146","LNBLOC 5 1X15","","OTHER PRODUCTS","","","Cardiovascular","ACE Inhibitors","93.08","83.4","109.5","15","6","1/2/2027","1061622","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-154","IVERMECTOL 12 1X2","","OTHER PRODUCTS","","","Skin Care","Antifungal","67.85","60.82","79.82","15","2","1/7/2027","1061606","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-173","T WRIST SPLINT AMBIDEXT L 1*1","","OTHER PRODUCTS","","","Cold & Flu","Fever Reducers","531.25","298.1","625","15","1","","1061565","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-186","GLYCIPHAGE G2 1*10","","OTHER PRODUCTS","","","Skin Care1","Vitamin D","107.7","96.5","126.7","15","5","1/11/2027","1061539","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-197","KNEE CAP XL (ACCUSURE) XL","","OTHER PRODUCTS","","","Vitamins & Supplements","Probiotics","381.65","449","449","15","3","","1061515","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-209","PREEGA M 75 1*10","","OTHER PRODUCTS","","","Digestive Health","Anti-Diarrheal","142.63","127.9","167.8","15","2","1/10/2026","1061490","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-211","VITBUY 1X10","","OTHER PRODUCTS","","","Mental Health","Anxiety & Panic Care","155.38","131","182.8","15","14","1/4/2027","1061486","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 4:08:13 pm"
"MED-216","MIKACIN 500 MG 1*1","","OTHER PRODUCTS","","","Digestive Health","Antacids","0","0","0","0","0","1/1/2027","1061476","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-219","T MINIC SYP 60ML","","OTHER PRODUCTS","","","Skin Care1","Vitamin D","76.39","0","89.87","15","0","","1061469","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-1","BASAGLAR CARTAGE 1*1","dsfdsgdgd","ABBOTT LABS INDIA PVT. LTD.","","","Diabetes Care","Rapid-Acting Insulin","544.68","512.64","640.8","15","13","1/5/2027","1061765","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-33","OLMEZEST AM 40 10","","OTHER PRODUCTS","","","Cold & Flu","Cough Suppressants","24.65","20.71","29","15","50","1/2/2027","1080953","Yes","Yes","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-92","ADULT DIAPERS M-10 MEDIUM","","OTHER PRODUCTS","","","Diabetes Care","Long-Acting Insulin","501.5","209.52","590","15","44","1/8/2028","1067856","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 7:06:26 pm"
"MED-97","T TOE SEPERATOR-M 1*1","","ABBOTT LABS INDIA PVT. LTD.","","","Mental Health","Anxiety & Panic Care","165.75","92.86","195","15","1","","1061722","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-126","VOZAN 20 1*10","","ABBOTT LABS INDIA PVT. LTD.","","","Diabetes Care","Oral Hypoglycemics","135.49","121.4","159.4","15","4","1/7/2027","1061662","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-129","PEARS SOAP BROWN 100G","","ABBOTT LABS INDIA PVT. LTD.","","","Digestive Health","Antacids","42.5","44.09","50","15","5","","1061656","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-151","NOVASTAT GOLD 20 1X10","","OTHER PRODUCTS","","","Skin Care","Acne Treatment","312.29","279.9","367.4","15","2","1/7/2027","1061612","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-167","NEBULIZER LIVEASY 1","","OTHER PRODUCTS","","","Cardiovascular","Beta Blockers","1433.95","800","1687","15","0","1/10/2030","1061579","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-169","PAMPERS PANT S-9 9PCS","","OTHER PRODUCTS","","","Skin Care","Eczema Relief","79.05","71.43","93","15","5","","1061573","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-198","KNEE CAP M (ACCUSURE) M","","OTHER PRODUCTS","","","Mental Health","Anxiety & Panic Care","381.65","449","449","15","0","","1061514","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-210","GLIMESTAR 2 1*10","","OTHER PRODUCTS","","","Cold & Flu","Fever Reducers","33.83","30.3","39.8","15","1","1/4/2027","1061488","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-217","FLECARITE 50 1X10","","OTHER PRODUCTS","","","Children's Medicine","Antifungal","197.12","176.7","231.9","15","6","1/8/2028","1061473","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-20","OXCARB 450 10","","OTHER PRODUCTS","","","Children's Medicine","Antifungal","18.96","15.93","22.31","15","50","1/2/2028","1081372","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-81","BACSTOL 200 1*10","","OTHER PRODUCTS","","","Skin Care1","Vitamin D","147.31","132","173.3","15","3","1/7/2028","1068425","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-119","PALMIDA TAB 1*15","cxv","ABBOTT LABS INDIA PVT. LTD.","","","Vitamins & Supplements","Vitamin D","429.29","385.2","505.05","15","0","1/6/2028","1061677","Yes","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-142","COLOSPA 135 1X15","","ABBOTT LABS INDIA PVT. LTD.","","","Cold & Flu","Fever Reducers","345.78","309.9","406.8","15","12","1/9/2026","1061631","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-145","TELMA H 80 1X15","CLOHEX Mouth Wash is an antiseptic oral rinse designed to support daily oral hygiene. It helps reduce the buildup of harmful microorganisms in the mouth, promoting healthier gums and fresher breath. Regular use as directed can assist in maintaining overall oral cleanliness, especially during gum sensitivity, minor oral infections, or post-dental procedures.","OTHER PRODUCTS","","","Vitamins & Supplements","Probiotics","418.33","375","492.15","15","0","1/4/2027","1061624","Yes","Yes","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-152","NEOPETINE DROP 15ML","","OTHER PRODUCTS","","","Antibiotics","Cephalosporins","94.78","84.95","111.5","15","2","1/1/2027","1061610","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 12:13:32 am"
"MED-162","HIMALIYA NEEM SOAP 70G","","OTHER PRODUCTS","","","Allergy Relief","Antihistamines","34.85","35.49","41","15","3","","1061590","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-179","NEPALACT Z E/D 1*1","","OTHER PRODUCTS","","","Diabetes Care","Oral Hypoglycemics","222.33","199.28","261.56","15","1","1/10/2027","1061553","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-191","TUCD3 NANO 1*1","","OTHER PRODUCTS","","","Vitamins & Supplements","Omega-3 Fatty Acids","62.67","30.8","73.73","15","15","1/9/2027","1061529","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-204","GLYCOMET GP 4 FORTE 1X10","","OTHER PRODUCTS","","","Cardiovascular","Statins","112.37","100.7","132.2","15","1","1/7/2027","1061502","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-208","PREGABID D50/20 1*10","","OTHER PRODUCTS","","","Skin Care","Acne Treatment","133.11","119.3","156.6","15","3","1/11/2026","1061492","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-222","JOYKEM ODT 100 1X10","","OTHER PRODUCTS","","","Pain Relief","Muscle Pain","172.89","155","203.4","15","2","1/3/2027","1061463","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-230","NEBILONG AM TAB 1*15","","OTHER PRODUCTS","","","Cardiovascular","ACE Inhibitors","162.56","145.65","191.25","15","6","1/5/2027","1061445","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-13","TAZLOC H 80 1*10","","ABBOTT LABS INDIA PVT. LTD.","","","Cardiovascular","Beta Blockers","222.7","199.6","262","15","0","1/5/2027","1061737","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-16","DENSITA SHAMPOO CONDITINER","","ABBOTT LABS INDIA PVT. LTD.","","","Digestive Health","Anti-Diarrheal","738.65","589.25","869","15","2","1/11/2028","1061731","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-22","EZACT MR 10","","OTHER PRODUCTS","","","Cold & Flu","Decongestants","26.14","23.43","30.75","15","50","","1081328","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-40","CRESP 40 1*1","","OTHER PRODUCTS","","","Digestive Health","Laxatives","2911.18","910","3424.92","15","7","1/7/2028","1080840","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 4:08:13 pm"
"MED-45","MONOCEF O 100 1X10","","ARISTO","","","Children's Medicine","wewerwer","130.73","127.9","153.8","15","5","1/10/2026","1070445","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-64","LUPIRTIN P 1*10","","OTHER PRODUCTS","","","Allergy Relief","Nasal Sprays1","167.62","150.3","197.2","15","5","1/5/2027","1069241","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-66","DECMAX 4MG TAB 1*4","","OTHER PRODUCTS","","","Skin Care1","Vitamin D","31.89","40","37.52","15","0","1/1/2028","1069173","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-83","GASOFAST 1","","OTHER PRODUCTS","","","Antibiotics","Cephalosporins","7.97","7.14","9.38","15","70","","1068392","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 9:29:33 pm"
"MED-86","BETT INJ (TT) 1*1","","OTHER PRODUCTS","","","Pain Relief","Joint Pain","11.05","10","13","15","79","1/2/2027","1068263","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 2:00:25 pm"
"MED-127","NOVASTAT ASP 10 1*10","","ABBOTT LABS INDIA PVT. LTD.","","","Digestive Health","Anti-Diarrheal","93.16","83.5","109.6","15","8","1/6/2027","1061660","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-155","DIAMICRON XR MEX 30/500 1X15","","OTHER PRODUCTS","","","Allergy Relief","Antihistamines","106.46","95.4","125.25","15","5","1/5/2027","1061604","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-159","LIP GUARD (JOY) 1X1","","OTHER PRODUCTS","","","Diabetes Care","Rapid-Acting Insulin","34","19.92","40","15","1","","1061596","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-188","FENAK PLUS 1*10","","OTHER PRODUCTS","","","Cardiovascular","ACE Inhibitors","28.56","10.4","33.6","15","4","1/3/2028","1061535","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 6:30:08 pm"
"MED-193","CLOCIP CREAM 10GM","","OTHER PRODUCTS","","","Digestive Health","Anti-Diarrheal","127.5","0.2","150","15","0","1/7/2027","1061525","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-202","VYMADA FCT 1X14","","OTHER PRODUCTS","","","Cardiovascular","ACE Inhibitors","1245.22","558.04","1464.96","15","0","1/6/2027","1061506","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-206","SYSTAFLAM GEL 50 50G","","OTHER PRODUCTS","","","Digestive Health","Antacids","121.13","108.57","142.5","15","0","1/7/2027","1061498","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-7","ALLEGRA NASAL SPRAY 1*1","","ABBOTT LABS INDIA PVT. LTD.","","","Children's Medicine","wewerwer","381.65","342.1","449","15","3","1/7/2027","1061752","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-29","STEMETIL MD 1*15","STEMETIL MD 1*15","OTHER PRODUCTS","","","Digestive Health","Laxatives","151.34","135.75","178.05","15","5","1/8/2026","1081024","Yes","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 10:03:50 am"
"MED-31","MOMATE XL 40GM 1","","OTHER PRODUCTS","","","Allergy Relief","Antihistamines","344.65","308.93","405.47","15","4","1/5/2027","1080974","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
